date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:56	14920/14920	---M-Z	200	added ('OK')	application/javascript	etag:%223a48-58316f648edc0-gzip%22	https://www.wrappixel.com/ampleadmin/assets/libs/bootstrap-switch/dist/js/bootstrap-switch.min.js	C:/Users/91972/Desktop/New%20folder/adminPanel2/www.wrappixel.com/ampleadmin/assets/libs/bootstrap-switch/dist/js/bootstrap-switch.min.js	(from https://www.wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin/form-bootstrap-switch.html)
12:45:57	15180/15180	---M-Z	200	added ('OK')	text/css	etag:%223b4c-58316f64d1ff7-gzip%22	https://www.wrappixel.com/ampleadmin/assets/libs/select2/dist/css/select2.min.css	C:/Users/91972/Desktop/New%20folder/adminPanel2/www.wrappixel.com/ampleadmin/assets/libs/select2/dist/css/select2.min.css	(from https://www.wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin/form-select2.html)
12:45:58	76272/76272	---M-Z	200	added ('OK')	application/javascript	etag:%22129f0-58316f64d2f97-gzip%22	https://www.wrappixel.com/ampleadmin/assets/libs/select2/dist/js/select2.full.min.js	C:/Users/91972/Desktop/New%20folder/adminPanel2/www.wrappixel.com/ampleadmin/assets/libs/select2/dist/js/select2.full.min.js	(from https://www.wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin/form-select2.html)
12:46:00	67940/67940	---M-Z	200	added ('OK')	application/javascript	etag:%2210964-58316f64d337f-gzip%22	https://www.wrappixel.com/ampleadmin/assets/libs/select2/dist/js/select2.min.js	C:/Users/91972/Desktop/New%20folder/adminPanel2/www.wrappixel.com/ampleadmin/assets/libs/select2/dist/js/select2.min.js	(from https://www.wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin/form-select2.html)
12:46:01	11605/11605	---M-Z	200	added ('OK')	application/javascript	etag:%222d55-58316f64f98c7-gzip%22	https://www.wrappixel.com/ampleadmin/dist/js/pages/forms/select2/select2.init.js	C:/Users/91972/Desktop/New%20folder/adminPanel2/www.wrappixel.com/ampleadmin/dist/js/pages/forms/select2/select2.init.js	(from https://www.wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin/form-select2.html)
12:46:02	1785/1785	---M-Z	200	added ('OK')	text/css	etag:%226f9-58316f648e9d8-gzip%22	https://www.wrappixel.com/ampleadmin/assets/libs/bootstrap-duallistbox/dist/bootstrap-duallistbox.min.css	C:/Users/91972/Desktop/New%20folder/adminPanel2/www.wrappixel.com/ampleadmin/assets/libs/bootstrap-duallistbox/dist/bootstrap-duallistbox.min.css	(from https://www.wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin/form-dual-listbox.html)
12:46:03	16011/16011	---M-Z	200	added ('OK')	application/javascript	etag:%223e8b-58316f648e9d8-gzip%22	https://www.wrappixel.com/ampleadmin/assets/libs/bootstrap-duallistbox/dist/jquery.bootstrap-duallistbox.min.js	C:/Users/91972/Desktop/New%20folder/adminPanel2/www.wrappixel.com/ampleadmin/assets/libs/bootstrap-duallistbox/dist/jquery.bootstrap-duallistbox.min.js	(from https://www.wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin/form-dual-listbox.html)
12:46:04	3156/3156	---M-Z	200	added ('OK')	application/javascript	etag:%22c54-58316f64f98c7-gzip%22	https://www.wrappixel.com/ampleadmin/dist/js/pages/forms/dual-listbox/dual-listbox.js	C:/Users/91972/Desktop/New%20folder/adminPanel2/www.wrappixel.com/ampleadmin/dist/js/pages/forms/dual-listbox/dual-listbox.js	(from https://www.wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin/form-dual-listbox.html)
12:46:05	21202/21202	---M-Z	200	added ('OK')	text/css	etag:%2252d2-58316f64dcbd7-gzip%22	https://www.wrappixel.com/ampleadmin/assets/libs//x-editable/dist/bootstrap3-editable/css/bootstrap-editable.css	C:/Users/91972/Desktop/New%20folder/adminPanel2/www.wrappixel.com/ampleadmin/assets/libs/x-editable/dist/bootstrap3-editable/css/bootstrap-editable.css	(from https://www.wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin/form-xditable.html)
12:46:06	75909/75909	---M-Z	200	added ('OK')	application/javascript	etag:%2212885-58316f64dcfbf-gzip%22	https://www.wrappixel.com/ampleadmin/assets/libs/x-editable/dist/bootstrap3-editable/js/bootstrap-editable.min.js	C:/Users/91972/Desktop/New%20folder/adminPanel2/www.wrappixel.com/ampleadmin/assets/libs/x-editable/dist/bootstrap3-editable/js/bootstrap-editable.min.js	(from https://www.wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin/form-xditable.html)
